author,published_at,like_count,comment
@Mustafamd001,2025-03-25T23:48:04Z,0,What if all these is just for the FED to cut interest rate and start QE.
@lindasuess5,2025-03-25T23:46:00Z,7,"We may be affected by this global recession/collapse for a very long period. My main issue, given the present rate of inflation at around 3%, is how to optimise my $680,000 retirement and savings fund, which has been stagnant for ages with little to no growth."
@mohdsameeruddinfarooquie4400,2025-03-25T23:39:18Z,0,"Dont worry about USA they are very strong try to talk about worst polices of our Government, instead of deviating people's attention."
@BOYLipad1010,2025-03-25T23:30:41Z,0,Recession in the USA? That’s goodnews.
@SulthanhameedA,2025-03-25T23:09:04Z,0,"NO Emperor lasts forever, History  teach us that..."
@BiswaRSingh,2025-03-25T22:58:41Z,0,China is in deflation and if they impose tariff on USA goods then it really does not make any sense as anyway prices going down. If USA imposes tariff on Chinese goods then their export will be impacted and not a good sign when they already have deflation. May be we are heading towards a 18.5 year cycle. Make a video on that if possible.
@IanXGameryt123,2025-03-25T22:48:18Z,0,Planned recession. CIA working again God demn it
@BlueAnonym,2025-03-25T22:43:06Z,0,"Why would you say people will buy Gold and Japanese Yen? If I were you, I would remove Japanese Yen from your video because this is not true."
@dougbrun7789,2025-03-25T22:43:02Z,0,Doomsdays
@shlokishan1645,2025-03-25T22:35:25Z,0,"Donald trump wants to export not import. He has continuously stated, he will do everything to depreciate dollar in order to export. Also tariffs in china is good in India."
@hirenshah1816,2025-03-25T22:28:27Z,0,bro you took too much time in gathering info and making a video. its already outdated.
@arjun_nime2728,2025-03-25T22:09:59Z,0,Tell me you didn't receive any favours or money from AAP. I unsubscribed you after that interview.
@harryjove6725,2025-03-25T22:01:44Z,0,President Trump Will PREVAIL
@ponnaiyangovindasamy4837,2025-03-25T22:01:13Z,1,"With a high income economy, it makes perfect sense it costs more to produce goods in US than China in a US vs China comparison.

However if we do a China vs India comparison on the same topic, common sense would dictate India should easily grab the manufacturing powerhouse crown from China in no time. But the same tesla would cost as much to make it in India as it costs to make in the US despite India being much poorer economy than both China & US where the input costs must be so low. Why is that?"
@maruthiraoh5473,2025-03-25T22:00:44Z,0,Indian market is getting in good shape from last mid off week. Why don't we think that foreign investors switched to indian market because it was completely red from last 3 to 4 months now it is turning to green. So they can make profit.
@rajdocumentaries,2025-03-25T21:56:42Z,0,Your calculation of yield as a function of price of bond is terribly wrong bro. I have highlighted this in your previous videos as well. Yield is just IRR.
@apurvas7393,2025-03-25T21:47:53Z,17,"The yield curve may have indicated recessions in the past but they were mostly Aggregate Demand driven. Inversion of yield curve driven by Aggregate Supply is actually a good sign. So fundamentally, we will still need to look into what drives the inversion of the yield curve."
@shreyashwaghela6246,2025-03-25T21:30:35Z,0,bro super information.
@Dr.SumeshKamatgoa,2025-03-25T21:22:59Z,1,"Nice video 🎉India need to support small business rather then wasting time on digging , comedy issues 😢India can cash in this recession time in the USA"
@pedrikoespaniel6315,2025-03-25T21:17:50Z,2,Good one. Keep it up bro 👍
@maheshkavalla3447,2025-03-25T21:14:12Z,0,"Are there any websites or information sources where we can find the real status/answers for NBER questions:
1. Are people losing jobs
2. Are wages rising / falling 
3. Is the buying capacity of consumer falling/ rising 
4. Industrial production increasing/ decreasing 
3."
@magnetoflux,2025-03-25T21:10:15Z,0,"12:10 ""bloodbath"" the accent was too desi. Blood-Bath-aaa? again down by 4 pershen. S Saar"
@roshanxavier4472,2025-03-25T21:10:01Z,148,Understand that the sponsors have requested to remove the bar that shows timespan of ads to avoid skipping . But intelligent move of swapping shirt colours to priortize viewers convenience and skip ads . Just like last video ....... .
@sai12345-r,2025-03-25T21:07:02Z,0,i lost trust in u after u invited kejriwal.
@gauravchandra7278,2025-03-25T21:04:39Z,1,Can it sector  cannot build app like facebook insta  and search engine  that can be alternative  profit for company
@marketgeek2647,2025-03-25T21:02:27Z,0,And now has recovered half of the losses
@mahalinggaddi9037,2025-03-25T20:59:00Z,1,"When US targeting China, why can’t Indians think of taking advantage!???????


What Indians we learnt from 2008 recession???


Politicians are really worth working towards towards the economic goals??

Where is Nirmala Sitaraman in giving suggestions to Indians!!!? Only to collect tax?"
@krajaneesh,2025-03-25T20:56:11Z,0,Your are too good. Please say economy  the right way.
@DineshGupta-hl7lg,2025-03-25T20:54:25Z,0,Aur everybody
@cr-hs7zk,2025-03-25T20:54:03Z,0,Rise of China is one of the major reason 😂
@raaaaraaaa90,2025-03-25T20:51:22Z,0,thanks learn something new
@namanjain739,2025-03-25T20:50:35Z,0,"You are using Matterneich quite a lot, idk why! 🤷🏻‍♂️"
@Sameer-it2qu,2025-03-25T20:49:47Z,0,"To guys out there, instead of thinking bookish open you mind and try to analyse the situation. 
Yeild curve in isolation don't tell you anything.
Yeild curve of america is inverted a year back also.
Stop watching YouTube influencers but watch who have made money in past"
@sa-wq5uf,2025-03-25T20:45:50Z,6,Waiting for empuran on 27th .. big mohanlal fan from Gujarat
@SHIRISSHRESTHA-i2w,2025-03-25T20:45:24Z,0,Wait until you see foreign investors investing in America instead of china then you will see the real improvement. You are over seeing one sided too much while ignoring while long term benefits it brings product home they become exporter with high quality and that doesn’t stop there they cutting government waste with DOGE already saved more money for taxpayers than this 100$ loss rn which will systematically benefit america in long term
@prudhvi-k8v,2025-03-25T20:43:01Z,0,"Trump is correct that America spends a lot on other countries, but he is dumb enough to think that its charity while they truth is they spend this money supporting and overthrowing other counties govts , supporting terrorism etc etc"
@ParveezA.S,2025-03-25T20:33:20Z,0,I love my india 🇮🇳
@foxfish9940,2025-03-25T20:31:11Z,0,"Hey ChatGpt give me script for ""Recession for sure in 2025""/..."
@SouravDas-ot2im,2025-03-25T20:31:00Z,85,3:10 Sorry due to the recession i can't buy your course
@Joelewis148,2025-03-25T20:30:57Z,82,"The economy is facing a lot of challenges right now—rising inflation, slow growth, and market instability are affecting a lot of people. It’s definitely a time to be smart about financial decisions and look for ways to protect wealth and investments."
@Defusedben,2025-03-25T20:27:33Z,0,Smart Malayalis assemble here 😂😂
@update8391,2025-03-25T20:24:53Z,1,Waiting for your video on APRIL 2
@sachinjain4047,2025-03-25T20:18:13Z,176,"US job market is really scary. As an International student here who is about to graduate, I still have no job."
@kevinm8607,2025-03-25T20:06:53Z,0,Blah blah blah
@ssa6227,2025-03-25T20:01:23Z,31,"Living in history is biggest problem for India.
 We still live in 1962 when it comes to China. India missed so many chances ASEAN BRI. Now when US is collapsing and China is rising we are paying the price. 
 Mind you China is still doing great in India meanwhile.
 It's too late for India."
@athuljoby1607,2025-03-25T20:00:12Z,0,"This video is just fear mongering, the yield curve has already been inverted for more than a year and it's reverting back"
@DevashishGuptaOfficial,2025-03-25T19:46:19Z,68,Tariffs backfire unless a country has trading/manufacturing/economical advantages.
@6bk239,2025-03-25T19:45:50Z,0,Recession is already going on all govt. are trying to bubble but it will burst
@hemang.gaming,2025-03-25T19:38:49Z,0,Bhai tuney Aam Aadmi Party ko dikha ke Course Sell karne ka idea bahut Kharab laga. Agar tu Aam Aadmi Party sey juda heh matlab tu apne matlab ka hi nikalega. Humare liya ghanta bhi kuch nahi milne wala 😂😂😂 bhai bekar sa kam kar rahe ho 😅😅😅
@MrChandanc9,2025-03-25T19:32:56Z,0,India is a failure in industrialisation just big talks
@amarjeetsinha8733,2025-03-25T19:32:09Z,1,"Very informative video, what USA is doing with tarriff might be good for short term but it will be really bad for long term."
@praful7308,2025-03-25T19:31:08Z,0,"Yes, definitely US going towards total collapse. Reason - हवा में जो इकानामी है। 
Dollar printing have to Stop due to Dedollerisation.
I know nobody will agree with above reason. But it is bitter truth."
@Therepudo,2025-03-25T19:30:17Z,0,amazing video
@oldmonk9219,2025-03-25T19:21:40Z,0,Abe bhai tezi Hai waha
@Humayounkabeerkhan,2025-03-25T19:20:50Z,0,How we can benefit from recession? If you can make video on this please. 🙏
@Humayounkabeerkhan,2025-03-25T19:19:38Z,0,Excellent explanation of Bond Yield.
@ankurpatil2742,2025-03-25T19:19:17Z,0,US Tariffs just fuel up their Revenue instead of this they must had applied import quotas on products they are importing.
@OmGandharwar,2025-03-25T19:17:08Z,7,"Thank you, Ganesh Sir, for sharing the enlightening video. It was truly eye-opening and greatly appreciated."
@gulshanparmar1587,2025-03-25T19:13:59Z,0,❤
@vintypatk2439,2025-03-25T19:11:03Z,13,It is time you called Dr.Ankit Shah. Master predictor of Geoeconomics
@montuedge,2025-03-25T19:08:41Z,1,14:27 really and what happens next they start making in USA as sales go down ???
@montuedge,2025-03-25T19:07:14Z,0,By the time YouTubers make videos about market market has already corrected?😅
@paraggarg7989,2025-03-25T19:02:15Z,0,Make bigger and deeper case study
@montuedge,2025-03-25T19:00:40Z,0,Not Just 😂
@UtubeH8tr,2025-03-25T18:57:06Z,0,America is healing.
@ChatGPT_4o1,2025-03-25T18:52:30Z,1,US shakes IT breaks
@Bochametro,2025-03-25T18:46:12Z,77,"Companies are not struggling, in the US companies and execs are making record profits and salaries. This is beyond inflation it is GREEDFLATION"
@Hyper_4ever,2025-03-25T18:41:22Z,7,"14:50 you have unfortunately spoken like a general audience trying to steer the ship, companies have already started their move to start manufacturing units in USA, though this is tariff is going to hurt a bit, but like a medicine, its going to result in greater GDDP numbers in couple of quarters.. And there is not going to be recession, please everyone stop using this word every time when stocks go down,.."
@edgarestibeiro,2025-03-25T18:41:15Z,0,Americans only voted for Trump now they only have to face punishment🤣🤣
@Propraj,2025-03-25T18:38:50Z,2,US STILL STAYS ON TOP. We have been hearing same things US is going down dollar is going down but nothing happens. Instead Dollar grew and every year we hear recession is gonna be next year 😂
@pareshdgala,2025-03-25T18:38:02Z,0,I think one should not ignore supply side price elasticity…given USA consumer tremendous buying power and very high supplier margins … most of the tariff cost will be absorbed by supplier and partially by USA retailer before it hits consumer
@subhasish661411,2025-03-25T18:37:12Z,0,"how about we worry about our economy first, average salary didn't move an inch last 10 years but inflation doubled making us 50 percent poorer."
@Propraj,2025-03-25T18:35:23Z,9,Bas yahi sune ja m rhe saalo se ki Dollar ab girega US is over but US still stays on top. Even on social media now people try to show only negative side of US for years now and still no effect.
@shafeequeparappan5068,2025-03-25T18:34:23Z,0,We have to go with china. Never can be trusted with USA any more..
@prabhathkirankm,2025-03-25T18:33:46Z,0,Pls do  second part
@girishpawar7454,2025-03-25T18:33:35Z,0,thnx for making this video 👍
@musicroom5-p8d,2025-03-25T18:33:32Z,0,https://youtube.com/shorts/Pjx_5pD2GJw?feature=share
@user-lp9vz6lu3t,2025-03-25T18:32:54Z,0,https://youtu.be/JQip1glTQPA
@shanmukh202,2025-03-25T18:32:31Z,1,Bro Eggs here in NY is $9.99 per dozen n half...
@v.r.mgardens2922,2025-03-25T18:32:05Z,1,Did you just convert this podcast into your marketing gimmick?  Should we all sign up for your classes on communication and save the Indian economy ?😊
@ganpati634,2025-03-25T18:30:52Z,0,"It has inverted so many other times, nothing has happened. It's a soft landing this time. And Trump is using the strong economy to make these bold moves because these moves can't be made in soft economy."
@anupamadeshmukh4404,2025-03-25T18:27:34Z,0,"Its old news already, you are late to make this video"
@ganpati634,2025-03-25T18:23:18Z,0,It's old news. The stock market is back at its average levels and is in correction territory. There is no market crash. It's all fear mongering.
@karthikeyanagaraju4737,2025-03-25T18:23:15Z,0,When your are going to talk about collaspe of india ? tired of china and usa collaspe brought by indian media
@dronsingh1998,2025-03-25T18:22:03Z,0,But soon the american economy will flourish as they will start the war
@madhusudanpareek,2025-03-25T18:21:31Z,0,11:18 Is not yield curve inverted in 2023 or 2024??
@Bspdev-b3o,2025-03-25T18:19:46Z,0,💯explanation.
@pamelasherring1476,2025-03-25T18:17:58Z,1,PL DO NOT COOK UP STORIES. WE ARE NOT EXPECTING RECESSION IN AMERICA. STOP MAKING IT UP FOR VIEWS.
@suveeshckumar,2025-03-25T18:13:34Z,0,Too much of tariffs is no good for any body. Be practical with emotion and logic.
@piyush98182,2025-03-25T18:12:23Z,1,"Bhai yeh batao real estate ke daam kab ghatenge India main. 
😂😂"
@sumitshaw6062,2025-03-25T18:07:14Z,0,Same clips too many time 😅 too. Long video
@sameerpurohit07,2025-03-25T18:06:21Z,12,Fab content.!! Really its a wake up call to Indian youths. Stop spending unnecessary and save it for the rainy day.!! Excellent Job. 👌🏻🙌🏻
@spikeguard,2025-03-25T18:05:01Z,14,The whole point of tariffs is to make imported goods so expensive to import that the goods would be made in USA.
@012akashh,2025-03-25T18:02:31Z,0,"lol your tone seems little kiddish .. you need to work on, the way you speak.."
@heisenbergcoc9041,2025-03-25T18:01:56Z,721,"I am a CFA student, the explanation of yield curve was spot on . I learned it better than my classes . Keep up the good work ❤"
@ShubhamSharma-qw9fn,2025-03-25T17:58:22Z,17,We have been listening to US going into recession since 4 years.
@gopalkrishna5275,2025-03-25T17:57:25Z,0,amazing
@paulcherian4144,2025-03-25T17:56:29Z,0,What a misleading title. I guess you are looking for clicks.
@vairavanvairavan4844,2025-03-25T17:56:00Z,0,What's a Recession
@HVG839,2025-03-25T17:55:44Z,0,"This happens when a civil engineer gives gyan of economics no US haven't lost 4 trillion dollars in stock market it's the market cap which has reduced its not a loss it's on paper and no US is not going in recession, US stock markets will make new life time high under trump, Trump did the same tariff war in 2018 and rolled it back and dow jones hit a lifetime high after that"
@AdityaKumarSingh-m3w,2025-03-25T17:55:15Z,0,"Let US fall
They have exploited the dollar too much"
@spikeguard,2025-03-25T17:52:57Z,0,This is Biden's bad policies unraveling.
@pratikmurari8182,2025-03-25T17:52:41Z,55,"14:00 You explained the issue with tariffs well, but there’s a darker side to them. For example:

Suppose there are two trucks, one American-made costing 150 and one Chinese-made costing 100.

If the U.S. imposes a tariff to make the Chinese truck more expensive (say, raising its price to $250), the goal is to protect local businesses.

However, instead of innovating, the American truck company might simply raise its own price to $200, knowing consumers now have fewer alternatives.

Over time, this reduces competition, encourages monopolistic behavior, and leads to higher prices (inflation)—ultimately hurting consumers."
@apurvtrivedi4871,2025-03-25T17:49:12Z,0,"People in india don't just leave india for money, they also leave india to experience freedom. For example gursharan left Bhatinda to experience freedom from British rule. Similarly, I left for Canada to enjoy nightlife of western culture. By giving refinery to Ambani, you guys have made wrong choice. Instead it should have been given to government of India."
@SinkSinker-w5w,2025-03-25T17:48:05Z,2,"I am at the beginning of my ""investment journey"", planning to put 385K into dividend stocks so that I will be making up to 30% annually in dividend returns. any good stock recommendation on great performing stocks will be appreciated!"
@siddhantkarnik7503,2025-03-25T17:46:05Z,0,Why do you say Now look at this so many times in a video? We are already looking at the video and the stats you present!!
@Tony-hk,2025-03-25T17:45:15Z,0,Please make a case study about the tesla car lose market  share.
@am17118,2025-03-25T17:44:01Z,0,Fact twister hidden bhakt
@Gitabhakta78,2025-03-25T17:42:42Z,2,If china increases the cost. It opens doors for other countries to pitch in with there products. Overall USA will end the sole dependency on China. Good for the world overall.
@prasannakumarcooldude7589,2025-03-25T17:41:31Z,0,"So one thing BTW the FED makes the recession by increasing the interest rates right so it's made or it's happening. 
It's always a mystery and conspiracy altogether..!"
@namanjain3201,2025-03-25T17:38:06Z,0,"US mkt drop 4tn 20days,int high housing unaffordable credit card default,real recession - lose job wage fall spending cut industrial production down,yield curve invert,tariff will make expensive high raw materials price,india IT pharma textile auto export fall"
@xKensinYT,2025-03-25T17:37:12Z,0,Modi need to go to US an beg and wag it tail to Trump lol
@raghavtrehan2534,2025-03-25T17:35:42Z,0,Damn
@georgejohn66,2025-03-25T17:34:19Z,0,34000 poor fools!! i think about 0.1% of them will really succeed in reality. All the best
@DDSingh95,2025-03-25T17:33:46Z,134,You explained Yield curve in such easy and beautiful manner
@abhinandannuli7574,2025-03-25T17:33:45Z,0,"am I the only to get dirty thoughts when he said ""NOBODY, NOBODY"" at the end? 😂😂"
@georgejohn66,2025-03-25T17:31:56Z,0,So what!! it will all recover in a few years!! You fear mongers have short sight
@generalknowledge45788,2025-03-25T17:31:04Z,2,"bro if foreign investors are not investing in indian  it companies like wipro ,tcs,Infosys then the revenue will be slow down then what will happen with the startup and mid range it companies they will also affected by the same  situation ?"
@veerashekhar684,2025-03-25T17:30:25Z,0,"May the word ""tariff"" will influence the word economy!😮"
@yvl768,2025-03-25T17:28:49Z,0,"He thinks he knows more than a multi billionaire who became president of United States and also he knows more than Deep states, Fed, elon Musk and all the ceos of multi billion dollar company 😅😂"
@s9ka972,2025-03-25T17:27:54Z,1,"Book your seats for "" *Empuran* : *L2* "" .."
@3shula,2025-03-25T17:26:50Z,0,"This is spectacular. TAX hurts the citizens buying power, not any government. Increase the rates, pull the jobs, rob money from markets and make lives critical which has led to feel the life more a burden.
As you mentioned upskill is the Key to escape the trap. 
Thank you for the wonderful episode."
@Happyshri09,2025-03-25T17:21:15Z,1,Is buying land before recession is good decision
@zetorxa,2025-03-25T17:20:58Z,0,He is intentionally crashing markets so that his billionaire buddies can buy them for cheap
@yvl768,2025-03-25T17:20:56Z,11,"Let’s get one thing straight: the last 70 years speak for themselves—

1. 🇺🇸 United States: $550 trillion 🤐


2. 🇨🇳 China: $130 trillion ☠️


3. 🇷🇺 Russia/Soviet Union: $80 trillion 💀


4. 🇯🇵 Japan: $70 trillion


5. 🇩🇪 Germany: $65 trillion


6. 🇮🇳 India: $55 trillion


7. 🇬🇧 United Kingdom: $50 trillion


8. 🇫🇷 France: $50 trillion


9. 🇮🇹 Italy: $45 trillion


10. 🇨🇦 Canada: $40 trillion



Now, let’s not forget who rules the game. The U.S. not only has the dollar, but the printer, and the global military experience to back it up. Over 200 years of real world-building and unmatched power projection. Wars? That’s America’s chessboard—where everyone else struggles to play checkers. Hate all you want, but this is the reality of dominance. ,🇺🇲"
@3littlepigs-d3r,2025-03-25T17:20:35Z,0,U strike me as a intelligent young man ( i do follow ur videos most recent was da ethanol change over but u failed or forgot to list da companies we can invest in plse do a 2nd follow up & provide info as ppl like me outside india but r of indian origin & reconnected to our hindu roots & ancestral homes love to invest to make & help our bharat grow ) . Ever heard of benfords theory - research it & be ready to be mindblown bec dos who believe in pre ordained fate love it & for us who think we can shape our destiny - guess again bro' da data & accuracy from planets right down to communities behaviour patterns r all mapped from 0 to 9 & thus far its never been wrong ! Prob in vedic maths we will find da root given da surya siddhanth.  But deres a challenge for ur young mind & perhaps uders url can form a club to figure it out ! Damn imagine it wrt lotto numbers !
@alankrithramesh7282,2025-03-25T17:19:39Z,140,"Yield Curve & its inversion ....very beautifully explained. 

Amazing"
@real_gurusharma,2025-03-25T17:19:38Z,942,"India had numerous opportunities in the past—and still does—to become an alternative to China, transform our economy from being import-driven to export-driven, and reduce trade deficits. Instead, we're playing a different game that benefits a handful of politicians, not the people of India.🤔"
@user-cl9bd1tz3b,2025-03-25T17:18:41Z,0,Let their be a Recession let Bitcoin fall to $25k 😊 let US stock market fall to 40-45%
@Drpranabjha,2025-03-25T17:18:37Z,0,Gr8
@laughingkarma4151,2025-03-25T17:16:42Z,0,Inverted yield has been since last 5years but still the recession has not started ..bro please this as well
@sahilmakwana8699,2025-03-25T17:15:01Z,0,good ganesh respond thing which plausible relation
@madhusharma639,2025-03-25T17:14:58Z,0,give america brain again...  GABA
@govind4k,2025-03-25T17:14:56Z,1,Talk about India re. It is in reverse gate 😢😢😢
@ladakhdiary4622,2025-03-25T17:14:14Z,0,India ma tyo 2014 sa recession chal raha  😢
@govind4k,2025-03-25T17:12:56Z,0,This guy know more than Fed 😂😂😂 lets him do IQ test with Elon 😜😜😜
@govind4k,2025-03-25T17:10:50Z,0,If US go in recession then whole world will go in sync. There is NO way others can enjoy.
@vamsivenkats,2025-03-25T17:10:45Z,7,"But the yield curve almost inverted as showed in the chart until recently..so that means the past few years after Covid, we were in recession?"
@ujjwalchoudhary7091,2025-03-25T17:09:32Z,0,"You spoke of SYMPTOMS.
THE MAIN REASONS are
1 DOLLAR HEGEMONY going 
2 SIDE EFFECTS of BLIND DOLLAR PRINTING 
3 Some OPEC Countries have already starting trading other than DOLLAR 
4 CURRENCIES should be backed by COMMODITIES and ASSETS as it used to happen before
5 DE COUPLING of AMERIKA and CHINA especially 
6 CORRECTION of this SYSTEM of BLIND CURRENCY PRINTING"
@wisacq,2025-03-25T17:08:27Z,0,Wrong timing of this video. Market is already back.
@kollurusaharsh722,2025-03-25T17:08:15Z,3,Getting a Goverment Job is best
@sid6720,2025-03-25T17:08:13Z,0,that 2000 rupees is also called coupon rate
@lotoftalent,2025-03-25T17:07:54Z,1,"So, what do you think about pursuing a Master's in the US for Fall 2025, specifically an MSCS from a top 50 university?"
@IdrisCheung,2025-03-25T17:06:59Z,26,"You work for 42yrs to have $2m in your retirement, Meanwhile some people are putting just $20k in a forex trading for just few months and now they are multi millionaires I pray that anyone who reads this will be successful in life..."
@SagarKumar-xy1kp,2025-03-25T17:06:30Z,0,Kya content churaya h sandeep maheshwari ka 🤣🫡
@saniyaa7013,2025-03-25T17:04:58Z,0,Back with another banger my mann 🔥🔥♥️♥️
@abc_cba,2025-03-25T17:04:50Z,4,"Trump: takes questions from the press, irrespective if they are kind or not!!

Modi : will stage shows where everything is scripted. 

Aam season meh aa gaye honge 🥭🥭🥭 ab toh."
@pradyumnjadhav355,2025-03-25T17:03:18Z,0,How much did black rock lost
@Neeraj-dn3jl,2025-03-25T17:02:54Z,0,I made 13 k usd by shorting us100 from its all time high and buying xauusd (gold)
@abhishekpansaniya4147,2025-03-25T17:02:26Z,0,"WOW.....GREAT
THANKYOU SO MUCH"
@Patnaikwealthsolutions,2025-03-25T17:02:15Z,4,Your content are simply awesome . Keep it up bro
@prathameshkhadge7151,2025-03-25T17:01:58Z,4,the yeild part was explained so well !
@omkarpiano801,2025-03-25T17:00:16Z,7,SIMILAIR INFORMATION GIVEN VBY SANDEEP MAHESHWARI I YOU ARE THE WORLD VIDEO
@tradingswamyintelugu6541,2025-03-25T16:58:37Z,0,If ressison will come because of  AI
@chintakgurjar8426,2025-03-25T16:57:56Z,1,"Hey bro.  Have you taught your communication master class to AAP leaders? 3:20

They have failed miserably. 😂😂😂"
@BalajiNewaccount-ff2jt,2025-03-25T16:57:47Z,1,Super insightful
@sreejithiyer7540,2025-03-25T16:56:22Z,5,Wow buddy what a simple explanation on yield.. masterclass
@pratikpranayhere,2025-03-25T16:56:04Z,0,"Oil ke price badhne wale hai likh ke lelo,
America me recession mtlb Saudi me bhi matlab oil ke price hike up honge.
Today date - 25 March,  2025"
@shashanksrivastava6464,2025-03-25T16:53:10Z,10,"Is it just me or did everyone saw Mexico written as ""Maxico"" at 12:59 😂😂"
@ramsrihari5240,2025-03-25T16:52:29Z,0,"Great video,
Can you please share your opinion  on gold market"
@user__100,2025-03-25T16:51:02Z,5,$45 Trillion was taken from India by Britain over 200 years of rule
@user__100,2025-03-25T16:50:44Z,8,Britain killed 4 million Indians in Bengal in 1943 by imposing a famine
@karastezenuella1,2025-03-25T16:48:39Z,1,Market will crash in April 2025.  US will go into recession. There is nothing stopping it. Bullets have been fired and now April will be a bloodbath on the stock market.
@Akash-mv4jm,2025-03-25T16:47:04Z,0,"While a U.S. recession in 2025 could lead to reduced demand from one of India’s key export markets, the overall effect on the Indian economy is not predetermined. It will depend on how well Indian exporters can pivot to other markets, the adaptability of their industries, and the strength of domestic demand and government interventions. In summary, while there may be challenges, the situation is complex, and a “huge” negative impact is not a foregone conclusion."
@sadaf.s.a,2025-03-25T16:45:24Z,1,Trump deserves it after trying to weaponise usd 😂😂😂😂😂😂
@hami6267,2025-03-25T16:45:20Z,1,You speak too fast in every video
@ALeXDameiN,2025-03-25T16:44:28Z,102,Explained yields  thing very nicely great job
@Faraz-cse,2025-03-25T16:40:15Z,2,"Tariffs introduced by India's ruling party also affected 5G investments that our data plan became expensive.
That 399 for 84 days plan has become 799 now which is 200% price hike."
@srinivasrao369,2025-03-25T16:39:21Z,0,China is going to overtake US in an year
@sachin2842,2025-03-25T16:39:20Z,0,Dollars over rated all knows!
@NewYoutube-me7sy,2025-03-25T16:34:04Z,4,please post dhirubhai amabani part 2
@Faraz-cse,2025-03-25T16:33:47Z,6,"14:00 India also introduced tariffs during pandemic, why didn't stock market take a hit then ?

I remember a 7k smartphone (Realme C3) price was hiked to 10.5k within 6 months of Launch. That was 33% price increase. All the smartphones have been a little expensive since then.

Infact every electronic kept becoming more expensive. What didn't no one panic in India."
@XYZ-q9p4r,2025-03-25T16:33:03Z,0,We should demand one door clearance system to attact more investment tag this to government irrespective of political ideology
@atullakhanpal7874,2025-03-25T16:31:16Z,0,Seems like that prediction about trump starting world war is coming to a reality.
@PrajwalDSouza,2025-03-25T16:28:38Z,1,"To clarify, Trump's tarrifs didn't do anything to US border to Mexico or Canada. 
A butterfly in the amazon probably had more effect. 🤣"
@kaliparambilmahindralal6431,2025-03-25T16:27:08Z,0,BBC (the lighter Al jazeera ). News anchors are happy to explain how USA will go down.
@시반슈1520,2025-03-25T16:25:42Z,1,According to imf us economy has grown 66%
@diptarkaraay2729,2025-03-25T16:23:25Z,1,Yield curve inversion is there since 2022-23
@S_S_S1985,2025-03-25T16:20:22Z,1,D reason why smart ppl hold liquid cash to grab the opportunity
@arjavjain5671,2025-03-25T16:20:03Z,2,this is s  classic peak time
@markookprasad7043,2025-03-25T16:19:47Z,0,insightful👍👍👍
@ramtejamaddala3259,2025-03-25T16:19:09Z,10,"Talking about employment, wages, consumption and industrial production as pillars to evaluate recession, it feels like India has been on a real recession in the past 1-3 yrs even if it's yield curved or other economic chats don't technically indicate it.
Maybe there was no real fall, more of a stagnation. But take inflation into account and I think it definitely suggests a fall."
@love_cook,2025-03-25T16:15:00Z,1,hey there scammer
@joesanga7x740,2025-03-25T16:14:35Z,7,"Waiting from you this topic 
Thanks"
@Sympl3535,2025-03-25T16:11:42Z,0,"Ok you are late, Indian market recovered almost everything"
@krishnakhandelwal288,2025-03-25T16:07:25Z,3,Thinkschool dropping 4 videos within 10 days 🎉
@chandrasekharravenur8047,2025-03-25T16:06:05Z,27,I am feared that i cannot watch you video due to recession
@kalapi_patel,2025-03-25T16:06:05Z,5,"I think the chart at 12:13 mins
Should be "" 2024 2025"" instead of ""23 24"" ."
@kaminigvakil7283,2025-03-25T16:05:17Z,1,Bro what do you think about brics plan of dedolarization
@AlvinJohnson-e9t,2025-03-25T16:04:30Z,2,"Appreciate the detailed breakdown! Just a quick off-topic question: My OKX wallet holds some USDT, and I have the seed phrase. (alarm fetch churn bridge exercise tape speak race clerk couch crater letter). How should I go about transferring them to Binance?"
@kaminigvakil7283,2025-03-25T16:04:14Z,0,Yooo!
@vpanchajanya_a_king_maker3220,2025-03-25T16:04:02Z,3,"Trump won elections for 2 times. He faced severe criticism amidst the same. He was underestimated before and he won. In the same manner, there are certain things that remained confidential. He might not have taken this decision after the several brainstorms. There might be the blunders but his moves should not be underestimated. But his speed can taken into the note. Let’s hope for the best🙏🏻🙏🏻🙏🏻"
@ThatGuyOnAdventure,2025-03-25T16:03:40Z,1,Please talk about indian stock market in rubbles too..
@Quark_UUD,2025-03-25T16:02:31Z,2,Excellent ❤❤❤❤
@kedarpawar343,2025-03-25T16:02:20Z,9,"This is greatest economic reset of our lifetime, dollar valuation will come down in Q4"
@swapnilhazra3863,2025-03-25T16:01:46Z,0,Great ❤❤
@SathishKumarP,2025-03-25T16:01:45Z,1,​​Hence join the master class to save yourself from the upcoming recession :)
@clemencygaming,2025-03-25T16:00:46Z,1,I PLAY VALORANT 
@CringeUltimatum,2025-03-25T15:59:56Z,5,I just wanna say one thing to Americans—Aur do Modi ko vote! 😂😂
@Emmidos,2025-03-25T15:59:26Z,1,"Awesome 👌 

Thanks"
@kenilpatel8427,2025-03-25T15:58:16Z,1,"Inshort Term consumer is affected.
Long Term Company will be affected"
@ajoyalex,2025-03-25T15:56:06Z,19,"Appreciate the fast, after the  comment on the previous video"
@Mananvbhansali,2025-03-25T15:54:38Z,5,"It's good for india, american companies wil reduce their dependency from china and look for other options like india"
